Hotel Name,Price (SAR),Rating,Reviews,Address,Check-in,Check-out,Search Area,Religious_Context,Latitude,Longitude,Stay_Duration,City_Madinah,City_Makkah,City_Taif,Season_Type_Hajj Peak,Season_Type_Pre-Hajj,Season_Type_Ramadan Season,Season_Type_Regular Umrah,Price_Category_Budget,Price_Category_Mid-Range,Price_Category_Premium,Price_Category_Luxury
مكة هيلتون للاجنحة,0.25834609303609113,1.3100743575507992,1.3544515399811095,"Lat: 21.421183499999998, Lng: 39.8216839",2026-03-20,2026-03-25,Hotels in Al Shubaikah Makkah,High spiritual tourism season during Ramadan,21.4211835,39.8216839,0.0,False,True,False,False,False,True,False,False,False,True,False
Rotana Jabal Omar Makkah,0.3018914391606725,1.3100743575507992,-0.33217171367988707,"Lat: 21.420395199999998, Lng: 39.8214188",2026-03-20,2026-03-25,Hotels in Al Shubaikah Makkah,High spiritual tourism season during Ramadan,21.4203952,39.8214188,0.0,False,True,False,False,False,True,False,False,False,True,False
سويس أوتيل المقام - البرج,0.37778475669208583,1.5298053664190485,5.459753900798798,"Lat: 21.418343999999998, Lng: 39.824104",2026-03-20,2026-03-25,Hotels in Al Shubaikah Makkah,High spiritual tourism season during Ramadan,21.418344,39.824104,0.0,False,True,False,False,False,True,False,False,False,True,False
ماريوت جبل عمر,2.2919137570540427,0.43115032207779774,0.6485915030195816,"Lat: 21.4232245, Lng: 39.819054099999995",2026-03-20,2026-03-25,Hotels in Al Shubaikah Makkah,High spiritual tourism season during Ramadan,21.4232245,39.8190541,0.0,False,True,False,False,False,True,False,False,False,False,True
فندق اعمار جراند,-0.08224072129545623,-0.008311695658702966,0.702308216301708,"Lat: 21.4131301, Lng: 39.8219821",2026-03-20,2026-03-25,Hotels in Al Shubaikah Makkah,High spiritual tourism season during Ramadan,21.4131301,39.8219821,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق الماسة بدر,-0.08224072129545623,0.8706123398142984,0.17625137142684227,"Lat: 21.4131952, Lng: 39.8215761",2026-03-20,2026-03-25,Hotels in Al Shubaikah Makkah,High spiritual tourism season during Ramadan,21.4131952,39.8215761,0.0,False,True,False,False,False,True,False,False,True,False,False
رافلز قصر مكة,1.009192275498516,1.3100743575507992,0.36492240802117987,"Lat: 21.4192522, Lng: 39.8249017",2026-03-20,2026-03-25,Hotels in Al Shubaikah Makkah,High spiritual tourism season during Ramadan,21.4192522,39.8249017,0.0,False,True,False,False,False,True,False,False,False,False,True
فندق دار التوحيد إنتركونتيننتال,-0.08224072129545623,1.5298053664190485,3.2412638351717007,"Lat: 21.4210048, Lng: 39.822747299999996",2026-03-20,2026-03-25,Hotels in Al Shubaikah Makkah,High spiritual tourism season during Ramadan,21.4210048,39.8227473,0.0,False,True,False,False,False,True,False,False,True,False,False
بارك إن باي راديسون مكة النسيم,-0.21007741598976304,-0.22804270452695236,0.4913146745673596,"Lat: 21.381998199999998, Lng: 39.872478199999996",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3819982,39.8724782,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق كوبثورن مكة النسيم,-0.13293994571193313,0.21141931320954838,-0.19925597531196906,"Lat: 21.3808384, Lng: 39.8727707",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3808384,39.8727707,0.0,False,True,False,False,False,True,False,False,True,False,False
ابراج الهداية,-0.26855259507134377,-0.22804270452695236,0.009189335242012792,"Lat: 21.3895604, Lng: 39.8770743",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3895604,39.8770743,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق الرحابة المكية,-0.25548899123396934,-0.8872357311317024,-0.3196344162724838,"Lat: 21.3928086, Lng: 39.870418699999995",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3928086,39.8704187,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق مضياف الأفانين,-0.2735292060570102,-0.22804270452695236,-0.34195692141249456,"Lat: 21.3901246, Lng: 39.8774528",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3901246,39.8774528,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق رواء العزيزية,-0.24366954014301154,0.43115032207779774,-0.3274829683080127,"Lat: 21.396166599999997, Lng: 39.869736499999995",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3961666,39.8697365,0.0,False,True,False,False,False,True,False,True,False,False,False
Riwae Al Makareem,-0.2741512824302185,-0.22804270452695236,-0.35367878484218057,"Lat: 21.3953889, Lng: 39.8689044",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3953889,39.8689044,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق اورفانا النسيم,-0.24118123465017832,1.3100743575507992,-0.34226270915413853,"Lat: 21.373180899999998, Lng: 39.8777209",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3731809,39.8777209,0.0,False,True,False,False,False,True,False,True,False,False,False
Remal Alkhaleej Hotels,-0.24429161651621986,-0.22804270452695236,-0.35378071408939527,"Lat: 21.3938055, Lng: 39.8799566",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3938055,39.8799566,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق ملتزم البيت Home committed hotel,-0.16839829898480657,0.43115032207779774,-0.3467475960315836,"Lat: 21.3745375, Lng: 39.8747031",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3745375,39.8747031,0.0,False,True,False,False,False,True,False,True,False,False,False
رواء ليندي للضيافة السياحي - Rowaa Lindy Hotel,-0.2032345758844717,-0.4477737133952027,-0.35113055366181406,"Lat: 21.3957509, Lng: 39.8681122",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3957509,39.8681122,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق ملتزم النسيم,-0.2063449577505132,-0.4477737133952027,-0.3290119070162326,"Lat: 21.369393799999997, Lng: 39.8749302",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3693938,39.8749302,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق آرام - ARAM HOTEL,-0.09685951606585141,-0.008311695658702966,-0.34032605345705996,"Lat: 21.3707803, Lng: 39.8786497",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3707803,39.8786497,0.0,False,True,False,False,False,True,False,False,True,False,False
Rowaa Makarem,-0.2673084423249272,-0.008311695658702966,-0.3538826433366099,"Lat: 21.396075, Lng: 39.868688999999996",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.396075,39.868689,0.0,False,True,False,False,False,True,False,True,False,False,False
An naseem haramain hostel,-0.1522243132813906,-0.008311695658702966,-0.3538826433366099,"Lat: 21.3702823, Lng: 39.8710895",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3702823,39.8710895,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق إتقان المشاعر,-0.15595677152064044,0.21141931320954838,-0.346645666784369,"Lat: 21.3852127, Lng: 39.8752194",2026-03-20,2026-03-25,Hotels in Al Naseem Makkah,High spiritual tourism season during Ramadan,21.3852127,39.8752194,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق الجود,-0.21132156873617966,-0.008311695658702966,-0.2439009855919906,"Lat: 21.3839604, Lng: 39.8264291",2026-03-20,2026-03-25,Hotels in Kudai Makkah,High spiritual tourism season during Ramadan,21.3839604,39.8264291,0.0,False,True,False,False,False,True,False,True,False,False,False
أبراج مريديان مكة,0.04248559153280906,0.21141931320954838,0.9981068917186544,"Lat: 21.4027954, Lng: 39.826543199999996",2026-03-20,2026-03-25,Hotels in Kudai Makkah,High spiritual tourism season during Ramadan,21.4027954,39.8265432,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق سدير كرم,-0.19576965940597202,-0.667504722263453,-0.31392637842846277,"Lat: 21.3836007, Lng: 39.8324595",2026-03-20,2026-03-25,Hotels in Kudai Makkah,High spiritual tourism season during Ramadan,21.3836007,39.8324595,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق سيف بلص 3 من اورفانا,-0.22500724894676238,1.3100743575507992,-0.29384631672717454,"Lat: 21.4079131, Lng: 39.8342902",2026-03-20,2026-03-25,Hotels in Kudai Makkah,High spiritual tourism season during Ramadan,21.4079131,39.8342902,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق أسفار الحجاز 2,-0.21878648521467933,-1.5464287577364535,-0.34960161495359415,"Lat: 21.3849187, Lng: 39.834956299999995",2026-03-20,2026-03-25,Hotels in Kudai Makkah,High spiritual tourism season during Ramadan,21.3849187,39.8349563,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق اراك الشريعة مكة ARAK AL-SHARIA HOTEL,0.05928165360943331,0.650881330946049,-0.34083569969313326,"Lat: 21.4046111, Lng: 39.8304167",2026-03-20,2026-03-25,Hotels in Kudai Makkah,High spiritual tourism season during Ramadan,21.4046111,39.8304167,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق لمار اجياد الاول برج ب,-0.08224072129545623,-0.667504722263453,0.007354608792148892,"Lat: 21.4010023, Lng: 39.8308562",2026-03-20,2026-03-25,Hotels in Kudai Makkah,High spiritual tourism season during Ramadan,21.4010023,39.8308562,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق البيرق,-0.08224072129545623,-0.22804270452695236,-0.2588845849325458,"Lat: 21.3866037, Lng: 39.8241008",2026-03-20,2026-03-25,Hotels in Kudai Makkah,High spiritual tourism season during Ramadan,21.3866037,39.8241008,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق الجاد كدي,-0.08224072129545623,0.43115032207779774,-0.333394864646463,"Lat: 21.3854851, Lng: 39.8310764",2026-03-20,2026-03-25,Hotels in Kudai Makkah,High spiritual tourism season during Ramadan,21.3854851,39.8310764,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق رحاب المروة,-0.08224072129545623,-0.4477737133952027,-0.3001659300544835,"Lat: 21.4039678, Lng: 39.8305991",2026-03-20,2026-03-25,Hotels in Kudai Makkah,High spiritual tourism season during Ramadan,21.4039678,39.8305991,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق أبراج القصواء,-0.08224072129545623,-0.4477737133952027,-0.2123029189554457,"Lat: 21.4065074, Lng: 39.8300895",2026-03-20,2026-03-25,Hotels in Kudai Makkah,High spiritual tourism season during Ramadan,21.4065074,39.8300895,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق الرحابة المكية ٣,-0.19950211764522185,-0.667504722263453,-0.35011126118966746,"Lat: 21.3839066, Lng: 39.830763999999995",2026-03-20,2026-03-25,Hotels in Kudai Makkah,High spiritual tourism season during Ramadan,21.3839066,39.830764,0.0,False,True,False,False,False,True,False,True,False,False,False
فندق الإباء,-0.13667240395118296,-0.22804270452695236,-0.15512061126802085,"Lat: 21.4244292, Lng: 39.816535200000004",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4244292,39.8165352,0.0,False,True,False,False,False,True,False,True,False,False,False
رمادا زاد التيسير,-0.1173880363817255,-0.22804270452695236,-0.2452260658057812,"Lat: 21.4274988, Lng: 39.8146287",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4274988,39.8146287,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق تاج بارك,-0.039628489730687284,-0.008311695658702966,-0.21179327271937237,"Lat: 21.4280818, Lng: 39.8151713",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4280818,39.8151713,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق أسكنت الحفائر,0.02693368220260142,-1.1069667399999528,-0.33308907690481904,"Lat: 21.424384699999997, Lng: 39.8160549",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4243847,39.8160549,0.0,False,True,False,False,False,True,False,False,True,False,False
OYO 473 Rasiyat Al Safa Hotel,-0.08224072129545623,1.9692673841555492,-0.35367878484218057,"Lat: 21.435699, Lng: 39.819148999999996",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.435699,39.819149,0.0,False,True,False,False,False,True,False,False,True,False,False
Zaayir jarwal,-0.08224072129545623,1.7495363752872999,-0.35316913860610727,"Lat: 21.4344721, Lng: 39.8143489",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4344721,39.8143489,0.0,False,True,False,False,False,True,False,False,True,False,False
NOOR AL HIJAZ,-0.08224072129545623,1.9692673841555492,-0.3533729971005366,"Lat: 21.427078599999998, Lng: 39.8176002",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4270786,39.8176002,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق راسيات الصفا,-0.08224072129545623,-0.667504722263453,-0.34348586012071447,"Lat: 21.434697999999997, Lng: 39.8186179",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.434698,39.8186179,0.0,False,True,False,False,False,True,False,False,True,False,False
درة الأحباب,-0.08224072129545623,-0.667504722263453,-0.339102902490484,"Lat: 21.4350136, Lng: 39.820754",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4350136,39.820754,0.0,False,True,False,False,False,True,False,False,True,False,False
Hotel Alam Al Haya فندق عالم الحیاۃ الفندقية,-0.08224072129545623,-1.1069667399999528,-0.35143634140345803,"Lat: 21.428009199999998, Lng: 39.816027",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4280092,39.816027,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق اركان البيت جرول,-0.08224072129545623,-0.22804270452695236,-0.3504170489313114,"Lat: 21.4354443, Lng: 39.8158695",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4354443,39.8158695,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق جوهرة قريش 1,-0.08224072129545623,-0.22804270452695236,-0.3486842517286622,"Lat: 21.426438599999997, Lng: 39.8144639",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4264386,39.8144639,0.0,False,True,False,False,False,True,False,False,True,False,False
Maysan el safa hotel,-0.08224072129545623,-1.766159766604704,-0.35194598763953133,"Lat: 21.429445200000004, Lng: 39.8175483",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.429445200000004,39.8175483,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق ديار الضيافة,-0.08224072129545623,-1.1069667399999528,-0.3080144820900124,"Lat: 21.4338156, Lng: 39.8147102",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4338156,39.8147102,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق وردة الوفاء,-0.08224072129545623,-1.1069667399999528,-0.3164746096088293,"Lat: 21.4274411, Lng: 39.816482199999996",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4274411,39.8164822,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق ديار الرشد,-0.08224072129545623,-0.008311695658702966,-0.3191247700364105,"Lat: 21.4358751, Lng: 39.8196339",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4358751,39.8196339,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق منارة التوحيد,0.06612449371472467,-0.008311695658702966,-0.34287428463742653,"Lat: 21.4244155, Lng: 39.8159673",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4244155,39.8159673,0.0,False,True,False,False,False,True,False,False,True,False,False
Nawazi Watheer Hotel,-0.08224072129545623,-0.667504722263453,0.10276038418507165,"Lat: 21.4289591, Lng: 39.8164879",2026-03-20,2026-03-25,Hotels in Jarwal Makkah,High spiritual tourism season during Ramadan,21.4289591,39.8164879,0.0,False,True,False,False,False,True,False,False,True,False,False
ديار سلطانة تأجير شهري وسنوي,-0.20821118687013812,0.21141931320954838,-0.31973634551969843,"Lat: 24.489819999999998, Lng: 39.5749445",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.48982,39.5749445,0.0,True,False,False,False,False,True,False,True,False,False,False
فندق روز المدينة,-0.16342168799914011,-0.008311695658702966,-0.30251030274042073,"Lat: 24.480772899999998, Lng: 39.6451843",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.4807729,39.6451843,0.0,True,False,False,False,False,True,False,True,False,False,False
فندق دار الإيمان إنتركونتيننتال,0.3765406039456692,1.5298053664190485,2.0716257233834647,"Lat: 24.4714144, Lng: 39.60872",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.4714144,39.60872,0.0,True,False,False,False,False,True,False,False,False,True,False
فندق المناخة روتانا المدينة,0.21791112877755126,1.3100743575507992,0.0861459168890819,"Lat: 24.4641694, Lng: 39.6061902",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.4641694,39.6061902,0.0,True,False,False,False,False,True,False,False,False,True,False
فندق زمزم بولمان المدينة,0.4001795061275848,1.0903433486825478,3.422188248977724,"Lat: 24.464482999999998, Lng: 39.611374999999995",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.464483,39.611375,0.0,True,False,False,False,False,True,False,False,False,True,False
فندق المدينة مريديان,0.22910850349530076,0.21141931320954838,0.09837742655484122,"Lat: 24.4885093, Lng: 39.5637347",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.4885093,39.5637347,0.0,True,False,False,False,False,True,False,False,False,True,False
دبل تري من هيلتون بوابة المدينة,0.2023592194473436,0.650881330946049,-0.3191247700364105,"Lat: 24.471865299999997, Lng: 39.698144899999996",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.4718653,39.6981449,0.0,True,False,False,False,False,True,False,False,False,True,False
فندق دار الهجرة إنتركونتيننتال,0.2813629188447984,1.3100743575507992,1.664010663772035,"Lat: 24.473439199999998, Lng: 39.6108498",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.4734392,39.6108498,0.0,True,False,False,False,False,True,False,False,False,True,False
Afaq Al Masi Hotel,-0.20074627039163845,-1.9858907754729533,-0.3359430958268296,"Lat: 24.449334, Lng: 39.6223439",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.449334,39.6223439,0.0,True,False,False,False,False,True,False,True,False,False,False
فندق وقف عثمان بن عفان,-0.014123358429146755,-0.667504722263453,-0.19089777704036687,"Lat: 24.473469500000004, Lng: 39.6065712",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.473469500000004,39.6065712,0.0,True,False,False,False,False,True,False,False,True,False,False
فندق اجيال المدينة 2 Ajyal al madinah hotel,-0.11987634187455871,-0.8872357311317024,-0.3345160863658243,"Lat: 24.493052, Lng: 39.6116686",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.493052,39.6116686,0.0,True,False,False,False,False,True,False,False,True,False,False
فندق العقيق,0.359744541869045,0.650881330946049,1.0317435432994926,"Lat: 24.471878399999998, Lng: 39.6095332",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.4718784,39.6095332,0.0,True,False,False,False,False,True,False,False,False,True,False
Sedra Global Hotel فندق سدرة العالمي,-0.14102693856364112,0.43115032207779774,-0.3075048358539391,"Lat: 24.454278000000002, Lng: 39.590976",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.454278,39.590976,0.0,True,False,False,False,False,True,False,True,False,False,False
Orchid Hotel Madinah,-0.052692093568061704,-0.008311695658702966,-0.3425684968957825,"Lat: 24.4661509, Lng: 39.599435199999995",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.4661509,39.5994352,0.0,True,False,False,False,False,True,False,False,True,False,False
Sama AlMadina Hotel - فندق سما المدينة,-0.07446476663035241,0.650881330946049,-0.3278906852968713,"Lat: 24.4717247, Lng: 39.6492013",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.4717247,39.6492013,0.0,True,False,False,False,False,True,False,False,True,False,False
فندق فلافور,-0.039628489730687284,0.8706123398142984,-0.2866093401749336,"Lat: 24.4847467, Lng: 39.6820983",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.4847467,39.6820983,0.0,True,False,False,False,False,True,False,False,True,False,False
الريتز المدينة,0.07172318107359943,-0.22804270452695236,-0.2379890892535403,"Lat: 24.473282599999997, Lng: 39.6104477",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.4732826,39.6104477,0.0,True,False,False,False,False,True,False,False,True,False,False
فندق اجيال المدينة 3 Ajyal al madinah hotel,-0.13605032757797467,-1.1069667399999528,-0.3380836100183374,"Lat: 24.4922276, Lng: 39.610862399999995",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.4922276,39.6108624,0.0,True,False,False,False,False,True,False,True,False,False,False
فندق مخدوم بالقرب من المسجد النبوي - Two-Bedroom Apartment,-0.007902594697063699,-0.008311695658702966,-0.3538826433366099,"Lat: 24.4925594329834, Lng: 39.6179313659668",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.4925594329834,39.6179313659668,0.0,True,False,False,False,False,True,False,False,True,False,False
"Premium Comfort Living - Medina - Luxury Apartment, 2 Bedrooms, Air conditioning",0.01946876572410175,-0.008311695658702966,-0.3538826433366099,"Lat: 24.487409591674805, Lng: 39.646148681640625",2026-03-20,2026-03-25,Hotels in Madinah,High spiritual tourism season during Ramadan,24.487409591674805,39.64614868164063,0.0,True,False,False,False,False,True,False,False,True,False,False
فندق جولدن توليب شاكرين,0.010759696499185472,-1.1069667399999528,0.055669071971898236,"Lat: 24.4651875, Lng: 39.608687499999995",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4651875,39.6086875,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق جوار طيبة,-0.04709340620918696,-1.1069667399999528,-0.24542992430021054,"Lat: 24.4637203, Lng: 39.607040399999995",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4637203,39.6070404,0.0,False,True,False,False,False,True,False,False,True,False,False
جراند بلازا المدينة,0.06488034096830807,-1.1069667399999528,-0.1211781719455387,"Lat: 24.471993599999998, Lng: 39.6128824",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4719936,39.6128824,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق مسك تاتش البلد روافد,0.2956706754285895,1.0903433486825478,-0.2280000230265035,"Lat: 24.4652654, Lng: 39.60975",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4652654,39.60975,0.0,False,True,False,False,False,True,False,False,False,True,False
فندق رحاب النور,-0.08224072129545623,-0.667504722263453,-0.2834495335112791,"Lat: 24.4652867, Lng: 39.609366699999995",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4652867,39.6093667,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق راما المدينه,0.15632556782992899,-1.766159766604704,-0.1879418288711417,"Lat: 24.4639685, Lng: 39.60957",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4639685,39.60957,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق أنوار المدينة موڤنبيك,0.37467437482604427,0.8706123398142984,4.586118322921939,"Lat: 24.4712972, Lng: 39.6077118",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4712972,39.6077118,0.0,False,True,False,False,False,True,False,False,False,True,False
فندق ميلينيوم طيبة المدينة,0.2794966897251735,1.0903433486825478,0.18858481033981625,"Lat: 24.4653268, Lng: 39.6067256",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4653268,39.6067256,0.0,False,True,False,False,False,True,False,False,False,True,False
فندق المدينة الجديدة,0.2938044463089646,0.43115032207779774,-0.11394119539329776,"Lat: 24.4640654, Lng: 39.611703299999995",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4640654,39.6117033,0.0,False,True,False,False,False,True,False,False,False,True,False
فندق المدينة الذهبي,-0.08224072129545623,-1.1069667399999528,-0.23207719291508994,"Lat: 24.465319899999997, Lng: 39.6098777",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4653199,39.6098777,0.0,False,True,False,False,False,True,False,False,True,False,False
ديار أجوا، مجموعة تابيستري من هيلتون,0.25710194028967454,1.5298053664190485,-0.3376758930294788,"Lat: 24.471921899999998, Lng: 39.6084704",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4719219,39.6084704,0.0,False,True,False,False,False,True,False,False,False,True,False
فندق ميراج السلام,-0.08224072129545623,-0.4477737133952027,0.04639351047536408,"Lat: 24.467095699999998, Lng: 39.6056144",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4670957,39.6056144,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق واجهة طيبة,0.24901494743796654,1.0903433486825478,1.2268361224683537,"Lat: 24.4713061, Lng: 39.6096906",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4713061,39.6096906,0.0,False,True,False,False,False,True,False,False,False,True,False
فندق ون إن,-0.08224072129545623,-0.667504722263453,-0.2531765470885248,"Lat: 24.465322, Lng: 39.609325999999996",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.465322,39.609326,0.0,False,True,False,False,False,True,False,False,True,False,False
فندق مكارم برج المدينة,0.3106005083855888,1.5298053664190485,-0.2814109485669859,"Lat: 24.472022199999998, Lng: 39.6103928",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.4720222,39.6103928,0.0,False,True,False,False,False,True,False,False,False,True,False
"Spacious building with 56 bedrooms and AC, WiFi in fabulous Madinah",0.2029812958205519,-0.008311695658702966,-0.3538826433366099,"Lat: 24.471050262451172, Lng: 39.61381149291992",2026-03-20,2026-03-25,Hotels near Al Masjid an Nabawi,High spiritual tourism season during Ramadan,24.47105026245117,39.61381149291992,0.0,False,True,False,False,False,True,False,False,False,True,False
فندق بلاتينيوم المدينة,-0.14538147317609926,-2.205621784341204,-0.3527614216172486,"Lat: 24.485218099999997, Lng: 39.6467732",2026-03-20,2026-03-25,Hotels in Central Madinah,High spiritual tourism season during Ramadan,24.4852181,39.6467732,0.0,True,False,False,False,False,True,False,True,False,False,False
